key_id,year,tournament_name,stage_number,stage_name,group_name,position,team_id,team,team_code,played,wins,draws,losses,goals_for,goals_against,goal_difference,points,advanced,brazil,argentina,france,mexico,USA
150,1978,1978 FIFA Men's World Cup,1,first group stage,Group 4,4,T-38,Iran,IRN,3,0,1,2,2,8,-6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
151,1978,1978 FIFA Men's World Cup,2,second group stage,Group A,1,T-48,Netherlands,NLD,3,2,1,0,9,4,5,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
152,1978,1978 FIFA Men's World Cup,2,second group stage,Group A,2,T-41,Italy,ITA,3,1,1,1,2,2,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
153,1978,1978 FIFA Men's World Cup,2,second group stage,Group A,3,T-86,West Germany,DEU,3,0,2,1,4,5,-1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
154,1978,1978 FIFA Men's World Cup,2,second group stage,Group A,4,T-05,Austria,AUT,3,1,0,2,4,8,-4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
155,1978,1978 FIFA Men's World Cup,2,second group stage,Group B,1,T-03,Argentina,ARG,3,2,1,0,8,0,8,5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
156,1978,1978 FIFA Men's World Cup,2,second group stage,Group B,2,T-09,Brazil,BRA,3,2,1,0,6,1,5,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
157,1978,1978 FIFA Men's World Cup,2,second group stage,Group B,3,T-57,Poland,POL,3,1,0,2,2,5,-3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
158,1978,1978 FIFA Men's World Cup,2,second group stage,Group B,4,T-56,Peru,PER,3,0,0,3,0,10,-10,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
159,1982,1982 FIFA Men's World Cup,1,first group stage,Group 1,1,T-57,Poland,POL,3,1,2,0,5,1,4,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
160,1982,1982 FIFA Men's World Cup,1,first group stage,Group 1,2,T-41,Italy,ITA,3,0,3,0,2,2,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
161,1982,1982 FIFA Men's World Cup,1,first group stage,Group 1,3,T-11,Cameroon,CMR,3,0,3,0,1,1,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
162,1982,1982 FIFA Men's World Cup,1,first group stage,Group 1,4,T-56,Peru,PER,3,0,2,1,2,6,-4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
163,1982,1982 FIFA Men's World Cup,1,first group stage,Group 2,1,T-86,West Germany,DEU,3,2,0,1,6,3,3,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
164,1982,1982 FIFA Men's World Cup,1,first group stage,Group 2,2,T-05,Austria,AUT,3,2,0,1,3,1,2,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
165,1982,1982 FIFA Men's World Cup,1,first group stage,Group 2,3,T-01,Algeria,DZA,3,2,0,1,5,5,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
166,1982,1982 FIFA Men's World Cup,1,first group stage,Group 2,4,T-13,Chile,CHL,3,0,0,3,3,8,-5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
167,1982,1982 FIFA Men's World Cup,1,first group stage,Group 3,1,T-06,Belgium,BEL,3,2,1,0,3,1,2,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
168,1982,1982 FIFA Men's World Cup,1,first group stage,Group 3,2,T-03,Argentina,ARG,3,2,0,1,6,2,4,4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
169,1982,1982 FIFA Men's World Cup,1,first group stage,Group 3,3,T-36,Hungary,HUN,3,1,1,1,12,6,6,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
170,1982,1982 FIFA Men's World Cup,1,first group stage,Group 3,4,T-27,El Salvador,SLV,3,0,0,3,1,13,-12,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
171,1982,1982 FIFA Men's World Cup,1,first group stage,Group 4,1,T-28,England,ENG,3,3,0,0,6,1,5,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
172,1982,1982 FIFA Men's World Cup,1,first group stage,Group 4,2,T-30,France,FRA,3,1,1,1,6,5,1,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
173,1982,1982 FIFA Men's World Cup,1,first group stage,Group 4,3,T-21,Czechoslovakia,CSK,3,0,2,1,2,4,-2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
174,1982,1982 FIFA Men's World Cup,1,first group stage,Group 4,4,T-45,Kuwait,KWT,3,0,1,2,2,6,-4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
175,1982,1982 FIFA Men's World Cup,1,first group stage,Group 5,1,T-52,Northern Ireland,NIR,3,1,2,0,2,1,1,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
176,1982,1982 FIFA Men's World Cup,1,first group stage,Group 5,2,T-73,Spain,ESP,3,1,1,1,3,3,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
177,1982,1982 FIFA Men's World Cup,1,first group stage,Group 5,3,T-87,Yugoslavia,YUG,3,1,1,1,2,2,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
178,1982,1982 FIFA Men's World Cup,1,first group stage,Group 5,4,T-35,Honduras,HND,3,0,2,1,2,3,-1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
179,1982,1982 FIFA Men's World Cup,1,first group stage,Group 6,1,T-09,Brazil,BRA,3,3,0,0,10,2,8,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
180,1982,1982 FIFA Men's World Cup,1,first group stage,Group 6,2,T-72,Soviet Union,SUN,3,1,1,1,6,4,2,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
181,1982,1982 FIFA Men's World Cup,1,first group stage,Group 6,3,T-64,Scotland,SCO,3,1,1,1,8,8,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
182,1982,1982 FIFA Men's World Cup,1,first group stage,Group 6,4,T-49,New Zealand,NZL,3,0,0,3,2,12,-10,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
183,1982,1982 FIFA Men's World Cup,2,second group stage,Group A,1,T-57,Poland,POL,2,1,1,0,3,0,3,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
184,1982,1982 FIFA Men's World Cup,2,second group stage,Group A,2,T-72,Soviet Union,SUN,2,1,1,0,1,0,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
185,1982,1982 FIFA Men's World Cup,2,second group stage,Group A,3,T-06,Belgium,BEL,2,0,0,2,0,4,-4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
186,1982,1982 FIFA Men's World Cup,2,second group stage,Group B,1,T-86,West Germany,DEU,2,1,1,0,2,1,1,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
187,1982,1982 FIFA Men's World Cup,2,second group stage,Group B,2,T-28,England,ENG,2,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
188,1982,1982 FIFA Men's World Cup,2,second group stage,Group B,3,T-73,Spain,ESP,2,0,1,1,1,2,-1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
189,1982,1982 FIFA Men's World Cup,2,second group stage,Group C,1,T-41,Italy,ITA,2,2,0,0,5,3,2,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
190,1982,1982 FIFA Men's World Cup,2,second group stage,Group C,2,T-09,Brazil,BRA,2,1,0,1,5,4,1,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
191,1982,1982 FIFA Men's World Cup,2,second group stage,Group C,3,T-03,Argentina,ARG,2,0,0,2,2,5,-3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
192,1982,1982 FIFA Men's World Cup,2,second group stage,Group D,1,T-30,France,FRA,2,2,0,0,5,1,4,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
193,1982,1982 FIFA Men's World Cup,2,second group stage,Group D,2,T-05,Austria,AUT,2,0,1,1,2,3,-1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
194,1982,1982 FIFA Men's World Cup,2,second group stage,Group D,3,T-52,Northern Ireland,NIR,2,0,1,1,3,6,-3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
195,1986,1986 FIFA Men's World Cup,1,group stage,Group A,1,T-03,Argentina,ARG,3,2,1,0,6,2,4,5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
196,1986,1986 FIFA Men's World Cup,1,group stage,Group A,2,T-41,Italy,ITA,3,1,2,0,5,4,1,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
197,1986,1986 FIFA Men's World Cup,1,group stage,Group A,3,T-10,Bulgaria,BGR,3,0,2,1,2,4,-2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
198,1986,1986 FIFA Men's World Cup,1,group stage,Group A,4,T-71,South Korea,KOR,3,0,1,2,4,7,-3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
199,1986,1986 FIFA Men's World Cup,1,group stage,Group B,1,T-46,Mexico,MEX,3,2,1,0,4,2,2,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
200,1986,1986 FIFA Men's World Cup,1,group stage,Group B,2,T-55,Paraguay,PRY,3,1,2,0,4,3,1,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
201,1986,1986 FIFA Men's World Cup,1,group stage,Group B,3,T-06,Belgium,BEL,3,1,1,1,5,5,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
202,1986,1986 FIFA Men's World Cup,1,group stage,Group B,4,T-39,Iraq,IRQ,3,0,0,3,1,4,-3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
203,1986,1986 FIFA Men's World Cup,1,group stage,Group C,1,T-72,Soviet Union,SUN,3,2,1,0,9,1,8,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
204,1986,1986 FIFA Men's World Cup,1,group stage,Group C,2,T-30,France,FRA,3,2,1,0,5,1,4,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
205,1986,1986 FIFA Men's World Cup,1,group stage,Group C,3,T-36,Hungary,HUN,3,1,0,2,2,9,-7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
206,1986,1986 FIFA Men's World Cup,1,group stage,Group C,4,T-12,Canada,CAN,3,0,0,3,0,5,-5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
207,1986,1986 FIFA Men's World Cup,1,group stage,Group D,1,T-09,Brazil,BRA,3,3,0,0,5,0,5,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
208,1986,1986 FIFA Men's World Cup,1,group stage,Group D,2,T-73,Spain,ESP,3,2,0,1,5,2,3,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
209,1986,1986 FIFA Men's World Cup,1,group stage,Group D,3,T-52,Northern Ireland,NIR,3,0,1,2,2,6,-4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
210,1986,1986 FIFA Men's World Cup,1,group stage,Group D,4,T-01,Algeria,DZA,3,0,1,2,1,5,-4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
211,1986,1986 FIFA Men's World Cup,1,group stage,Group E,1,T-22,Denmark,DNK,3,3,0,0,9,1,8,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
212,1986,1986 FIFA Men's World Cup,1,group stage,Group E,2,T-86,West Germany,DEU,3,1,1,1,3,4,-1,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
213,1986,1986 FIFA Men's World Cup,1,group stage,Group E,3,T-84,Uruguay,URY,3,0,2,1,2,7,-5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
214,1986,1986 FIFA Men's World Cup,1,group stage,Group E,4,T-64,Scotland,SCO,3,0,1,2,1,3,-2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
215,1986,1986 FIFA Men's World Cup,1,group stage,Group F,1,T-47,Morocco,MAR,3,1,2,0,3,1,2,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
216,1986,1986 FIFA Men's World Cup,1,group stage,Group F,2,T-28,England,ENG,3,1,1,1,3,1,2,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
217,1986,1986 FIFA Men's World Cup,1,group stage,Group F,3,T-57,Poland,POL,3,1,1,1,1,3,-2,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
218,1986,1986 FIFA Men's World Cup,1,group stage,Group F,4,T-58,Portugal,PRT,3,1,0,2,2,4,-2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
219,1990,1990 FIFA Men's World Cup,1,group stage,Group A,1,T-41,Italy,ITA,3,3,0,0,4,0,4,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
220,1990,1990 FIFA Men's World Cup,1,group stage,Group A,2,T-21,Czechoslovakia,CSK,3,2,0,1,6,3,3,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
221,1990,1990 FIFA Men's World Cup,1,group stage,Group A,3,T-05,Austria,AUT,3,1,0,2,2,3,-1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
222,1990,1990 FIFA Men's World Cup,1,group stage,Group A,4,T-83,United States,USA,3,0,0,3,2,8,-6,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
223,1990,1990 FIFA Men's World Cup,1,group stage,Group B,1,T-11,Cameroon,CMR,3,2,0,1,3,5,-2,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
224,1990,1990 FIFA Men's World Cup,1,group stage,Group B,2,T-61,Romania,ROU,3,1,1,1,4,3,1,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
225,1990,1990 FIFA Men's World Cup,1,group stage,Group B,3,T-03,Argentina,ARG,3,1,1,1,3,2,1,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
226,1990,1990 FIFA Men's World Cup,1,group stage,Group B,4,T-72,Soviet Union,SUN,3,1,0,2,4,4,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
227,1990,1990 FIFA Men's World Cup,1,group stage,Group C,1,T-09,Brazil,BRA,3,3,0,0,4,1,3,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
228,1990,1990 FIFA Men's World Cup,1,group stage,Group C,2,T-17,Costa Rica,CRI,3,2,0,1,3,2,1,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
229,1990,1990 FIFA Men's World Cup,1,group stage,Group C,3,T-64,Scotland,SCO,3,1,0,2,2,3,-1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
230,1990,1990 FIFA Men's World Cup,1,group stage,Group C,4,T-74,Sweden,SWE,3,0,0,3,3,6,-3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
231,1990,1990 FIFA Men's World Cup,1,group stage,Group D,1,T-86,West Germany,DEU,3,2,1,0,10,3,7,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
232,1990,1990 FIFA Men's World Cup,1,group stage,Group D,2,T-87,Yugoslavia,YUG,3,2,0,1,6,5,1,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
233,1990,1990 FIFA Men's World Cup,1,group stage,Group D,3,T-16,Colombia,COL,3,1,1,1,3,2,1,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
234,1990,1990 FIFA Men's World Cup,1,group stage,Group D,4,T-82,United Arab Emirates,ARE,3,0,0,3,2,11,-9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
235,1990,1990 FIFA Men's World Cup,1,group stage,Group E,1,T-73,Spain,ESP,3,2,1,0,5,2,3,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
236,1990,1990 FIFA Men's World Cup,1,group stage,Group E,2,T-06,Belgium,BEL,3,2,0,1,6,3,3,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
237,1990,1990 FIFA Men's World Cup,1,group stage,Group E,3,T-84,Uruguay,URY,3,1,1,1,2,3,-1,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
238,1990,1990 FIFA Men's World Cup,1,group stage,Group E,4,T-71,South Korea,KOR,3,0,0,3,1,6,-5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
239,1990,1990 FIFA Men's World Cup,1,group stage,Group F,1,T-28,England,ENG,3,1,2,0,2,1,1,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
240,1990,1990 FIFA Men's World Cup,1,group stage,Group F,2,T-60,Republic of Ireland,IRL,3,0,3,0,2,2,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
241,1990,1990 FIFA Men's World Cup,1,group stage,Group F,3,T-48,Netherlands,NLD,3,0,3,0,2,2,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
242,1990,1990 FIFA Men's World Cup,1,group stage,Group F,4,T-26,Egypt,EGY,3,0,2,1,1,2,-1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
243,1991,1991 FIFA Women's World Cup,1,group stage,Group A,1,T-14,China,CHN,3,2,1,0,10,3,7,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
244,1991,1991 FIFA Women's World Cup,1,group stage,Group A,2,T-53,Norway,NOR,3,2,0,1,6,5,1,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
245,1991,1991 FIFA Women's World Cup,1,group stage,Group A,3,T-22,Denmark,DNK,3,1,1,1,6,4,2,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
246,1991,1991 FIFA Women's World Cup,1,group stage,Group A,4,T-49,New Zealand,NZL,3,0,0,3,1,11,-10,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
247,1991,1991 FIFA Women's World Cup,1,group stage,Group B,1,T-83,United States,USA,3,3,0,0,11,2,9,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
248,1991,1991 FIFA Women's World Cup,1,group stage,Group B,2,T-74,Sweden,SWE,3,2,0,1,12,3,9,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
249,1991,1991 FIFA Women's World Cup,1,group stage,Group B,3,T-09,Brazil,BRA,3,1,0,2,1,7,-6,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
250,1991,1991 FIFA Women's World Cup,1,group stage,Group B,4,T-44,Japan,JPN,3,0,0,3,0,12,-12,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
251,1991,1991 FIFA Women's World Cup,1,group stage,Group C,1,T-31,Germany,DEU,3,3,0,0,9,0,9,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
252,1991,1991 FIFA Women's World Cup,1,group stage,Group C,2,T-41,Italy,ITA,3,2,0,1,6,2,4,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
253,1991,1991 FIFA Women's World Cup,1,group stage,Group C,3,T-15,Chinese Taipei,TWN,3,1,0,2,2,8,-6,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
254,1991,1991 FIFA Women's World Cup,1,group stage,Group C,4,T-50,Nigeria,NGA,3,0,0,3,0,7,-7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
255,1994,1994 FIFA Men's World Cup,1,group stage,Group A,1,T-61,Romania,ROU,3,2,0,1,5,5,0,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
256,1994,1994 FIFA Men's World Cup,1,group stage,Group A,2,T-75,Switzerland,CHE,3,1,1,1,5,4,1,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
257,1994,1994 FIFA Men's World Cup,1,group stage,Group A,3,T-83,United States,USA,3,1,1,1,3,3,0,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
258,1994,1994 FIFA Men's World Cup,1,group stage,Group A,4,T-16,Colombia,COL,3,1,0,2,4,5,-1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
259,1994,1994 FIFA Men's World Cup,1,group stage,Group B,1,T-09,Brazil,BRA,3,2,1,0,6,1,5,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
260,1994,1994 FIFA Men's World Cup,1,group stage,Group B,2,T-74,Sweden,SWE,3,1,2,0,6,4,2,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
261,1994,1994 FIFA Men's World Cup,1,group stage,Group B,3,T-62,Russia,RUS,3,1,0,2,7,6,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
262,1994,1994 FIFA Men's World Cup,1,group stage,Group B,4,T-11,Cameroon,CMR,3,0,1,2,3,11,-8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
263,1994,1994 FIFA Men's World Cup,1,group stage,Group C,1,T-31,Germany,DEU,3,2,1,0,5,3,2,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
264,1994,1994 FIFA Men's World Cup,1,group stage,Group C,2,T-73,Spain,ESP,3,1,2,0,6,4,2,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
265,1994,1994 FIFA Men's World Cup,1,group stage,Group C,3,T-71,South Korea,KOR,3,0,2,1,4,5,-1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
266,1994,1994 FIFA Men's World Cup,1,group stage,Group C,4,T-07,Bolivia,BOL,3,0,1,2,1,4,-3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
267,1994,1994 FIFA Men's World Cup,1,group stage,Group D,1,T-50,Nigeria,NGA,3,2,0,1,6,2,4,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
268,1994,1994 FIFA Men's World Cup,1,group stage,Group D,2,T-10,Bulgaria,BGR,3,2,0,1,6,3,3,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
269,1994,1994 FIFA Men's World Cup,1,group stage,Group D,3,T-03,Argentina,ARG,3,2,0,1,6,3,3,6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
270,1994,1994 FIFA Men's World Cup,1,group stage,Group D,4,T-33,Greece,GRC,3,0,0,3,0,10,-10,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
271,1994,1994 FIFA Men's World Cup,1,group stage,Group E,1,T-46,Mexico,MEX,3,1,1,1,3,3,0,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
272,1994,1994 FIFA Men's World Cup,1,group stage,Group E,2,T-60,Republic of Ireland,IRL,3,1,1,1,2,2,0,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
273,1994,1994 FIFA Men's World Cup,1,group stage,Group E,3,T-41,Italy,ITA,3,1,1,1,2,2,0,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
274,1994,1994 FIFA Men's World Cup,1,group stage,Group E,4,T-53,Norway,NOR,3,1,1,1,1,1,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
275,1994,1994 FIFA Men's World Cup,1,group stage,Group F,1,T-48,Netherlands,NLD,3,2,0,1,4,3,1,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
276,1994,1994 FIFA Men's World Cup,1,group stage,Group F,2,T-63,Saudi Arabia,SAU,3,2,0,1,4,3,1,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
277,1994,1994 FIFA Men's World Cup,1,group stage,Group F,3,T-06,Belgium,BEL,3,2,0,1,2,1,1,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
278,1994,1994 FIFA Men's World Cup,1,group stage,Group F,4,T-47,Morocco,MAR,3,0,0,3,2,5,-3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
279,1995,1995 FIFA Women's World Cup,1,group stage,Group A,1,T-31,Germany,DEU,3,2,0,1,9,4,5,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
280,1995,1995 FIFA Women's World Cup,1,group stage,Group A,2,T-74,Sweden,SWE,3,2,0,1,5,3,2,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
281,1995,1995 FIFA Women's World Cup,1,group stage,Group A,3,T-44,Japan,JPN,3,1,0,2,2,4,-2,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
282,1995,1995 FIFA Women's World Cup,1,group stage,Group A,4,T-09,Brazil,BRA,3,1,0,2,3,8,-5,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
283,1995,1995 FIFA Women's World Cup,1,group stage,Group B,1,T-53,Norway,NOR,3,3,0,0,17,0,17,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
284,1995,1995 FIFA Women's World Cup,1,group stage,Group B,2,T-28,England,ENG,3,2,0,1,6,6,0,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
285,1995,1995 FIFA Women's World Cup,1,group stage,Group B,3,T-12,Canada,CAN,3,0,1,2,5,13,-8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
286,1995,1995 FIFA Women's World Cup,1,group stage,Group B,4,T-50,Nigeria,NGA,3,0,1,2,5,14,-9,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
287,1995,1995 FIFA Women's World Cup,1,group stage,Group C,1,T-83,United States,USA,3,2,1,0,9,4,5,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
288,1995,1995 FIFA Women's World Cup,1,group stage,Group C,2,T-14,China,CHN,3,2,1,0,10,6,4,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
289,1995,1995 FIFA Women's World Cup,1,group stage,Group C,3,T-22,Denmark,DNK,3,1,0,2,6,5,1,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
290,1995,1995 FIFA Women's World Cup,1,group stage,Group C,4,T-04,Australia,AUS,3,0,0,3,3,13,-10,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
291,1998,1998 FIFA Men's World Cup,1,group stage,Group A,1,T-09,Brazil,BRA,3,2,0,1,6,3,3,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
292,1998,1998 FIFA Men's World Cup,1,group stage,Group A,2,T-53,Norway,NOR,3,1,2,0,5,4,1,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
293,1998,1998 FIFA Men's World Cup,1,group stage,Group A,3,T-47,Morocco,MAR,3,1,1,1,5,5,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
294,1998,1998 FIFA Men's World Cup,1,group stage,Group A,4,T-64,Scotland,SCO,3,0,1,2,2,6,-4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
295,1998,1998 FIFA Men's World Cup,1,group stage,Group B,1,T-41,Italy,ITA,3,2,1,0,7,3,4,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
296,1998,1998 FIFA Men's World Cup,1,group stage,Group B,2,T-13,Chile,CHL,3,0,3,0,4,4,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
297,1998,1998 FIFA Men's World Cup,1,group stage,Group B,3,T-05,Austria,AUT,3,0,2,1,3,4,-1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
298,1998,1998 FIFA Men's World Cup,1,group stage,Group B,4,T-11,Cameroon,CMR,3,0,2,1,2,5,-3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
299,1998,1998 FIFA Men's World Cup,1,group stage,Group C,1,T-30,France,FRA,3,3,0,0,9,1,8,9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
300,1998,1998 FIFA Men's World Cup,1,group stage,Group C,2,T-22,Denmark,DNK,3,1,1,1,3,3,0,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
