index,series_name,network,season,title,rating,engagement,date,time,format,monster_name,monster_type,monster_subtype,monster_species,monster_real,monsters,setting,location,suspects,arrested,culprit_name,culprits,motive,door_gag,scrappy,snacks,zoinks,groovy
94,Laff-a-Lympics,ABC,1,The Himalayas,6,22,11/5/1977,12,TV Series (segmented),"Abominable Snowman,Abominable Snowwoman","Animal,Animal","Yeti,Yeti","Snow-Monster,Snow-Monster",TRUE,2,Mountain,Nepal,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
95,Laff-a-Lympics,ABC,1,India,6.7,23,11/12/1977,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Jungle,India,0,NULL,NULL,0,NULL,FALSE,FALSE,0,1,0
96,Laff-a-Lympics,ABC,1,Israel,6.7,23,11/12/1977,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Desert,Israel,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
97,Laff-a-Lympics,ABC,1,Africa,6.4,20,11/19/1977,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Jungle,Africa,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
98,Laff-a-Lympics,ABC,1,San Francisco,6.4,20,11/19/1977,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,California,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
99,Laff-a-Lympics,ABC,1,The Grand Canyon,6.3,22,11/26/1977,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Desert,Arizona,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
100,Laff-a-Lympics,ABC,1,Ireland,6.3,22,11/26/1977,12,TV Series (segmented),Leprechaun,Mythical,Magician,Leprechaun,TRUE,1,Rural,Ireland,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
101,Laff-a-Lympics,ABC,1,Hawaii,6.9,18,12/3/1977,12,TV Series (segmented),Prehistoric Dinosaur,Animal,Dinosaur,Dinosaur,TRUE,1,Island,Hawaii,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
102,Laff-a-Lympics,ABC,1,Norway,6.9,18,12/3/1977,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Snow,Norway,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
103,Laff-a-Lympics,ABC,1,North Pole,6.8,18,12/10/1977,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Snow,Canada,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
104,Laff-a-Lympics,ABC,1,Tahiti,6.8,18,12/10/1977,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Island,French Polynesia,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
105,Laff-a-Lympics,ABC,1,Arizona,6.9,18,12/17/1977,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Desert,Arizona,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
106,Laff-a-Lympics,ABC,1,Holland,6.9,18,12/17/1977,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Rural,Netherlands,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
107,Laff-a-Lympics,ABC,1,Quebec,7,21,12/24/1977,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,Canada,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
108,Laff-a-Lympics,ABC,1,Baghdad,7,21,12/24/1977,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,Iraq,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
109,The Scooby-Doo Show,ABC,3,Watch Out! The Willawa!,7.5,96,9/9/1978,22,TV Series,"Willawa,Owl Men,Owl Men","Animal,Animal,Animal","Owl,Humanoid,Humanoid","Owl,Owl,Owl",FALSE,3,Forest,Indian Reserve,1,TRUE,Grey Fox,1,Smuggling,FALSE,FALSE,4,10,0
110,Laff-a-Lympics,ABC,2,Russia,6.7,13,9/9/1978,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Snow,Russia,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
111,Laff-a-Lympics,ABC,2,Caribbean,6.7,13,9/9/1978,12,TV Series (segmented),Ghost of Blue Beard,Ghost,Pirate,Human,TRUE,1,Island,Caribbean,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
112,The Scooby-Doo Show,ABC,3,A Creepy Tangle in the Bermuda Triangle,7.3,101,9/16/1978,23,TV Series,"Skeleton Men,Skeleton Men,Skeleton Men","Undead,Undead,Undead","Skeleton,Skeleton,Skeleton","Human,Human,Human",FALSE,3,Island,Bermuda Triangle,2,TRUE,Dr. Grimsley,1,Theft,FALSE,FALSE,6,9,0
113,Laff-a-Lympics,ABC,2,New York,6.9,15,9/16/1978,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,New York,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
114,Laff-a-Lympics,ABC,2,Turkey,6.9,15,9/16/1978,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,Turkey,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
115,The Scooby-Doo Show,ABC,3,A Scary Night with a Snow Beast Fright,7.1,98,9/23/1978,23,TV Series,Snow Beast,Animal,Beast,Snow-Monster,FALSE,1,Snow,Canada,3,TRUE,Jean Pierre Baptiste,1,Natural Resource,FALSE,FALSE,4,8,0
116,Laff-a-Lympics,ABC,2,South America,6.6,15,9/23/1978,12,TV Series (segmented),Annabelle,Mythical,Amazonian,Amazonian,TRUE,1,Jungle,Brazil,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
117,Laff-a-Lympics,ABC,2,Transylvania,6.6,15,9/23/1978,12,TV Series (segmented),"Frankenstein's Monster,Vampires,Living Trees,Monster of the Black Lagoon","Undead,Undead,Plant,Animal","Frankenstein's Monster,Vampire,Tree,Serpent","Human,Human,Tree,Swamp Monster",TRUE,4,Rural,Romania,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
118,The Scooby-Doo Show,ABC,3,To Switch a Witch,8,107,9/30/1978,23,TV Series,Ghost Witch of Old Salem,Ghost,Witch,Human,FALSE,1,Rural,Massachusetts,3,TRUE,"Arlene Wilcox's Sister,Gar Mooney",2,Inheritance,FALSE,FALSE,0,7,0
119,Laff-a-Lympics,ABC,2,French Riviera,6.6,16,9/30/1978,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Rural,France,0,NULL,NULL,0,NULL,FALSE,FALSE,0,1,0
120,Laff-a-Lympics,ABC,2,New Zealand,6.6,16,9/30/1978,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Rural,New Zealand,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
121,The Scooby-Doo Show,ABC,3,The Tar Monster,7.6,92,10/7/1978,22,TV Series,Tar Monster,Possessed Object,Tar,Creature,FALSE,1,Cave,Turkey,3,TRUE,Mr. Stoner,1,Treasure,FALSE,FALSE,0,9,0
122,Laff-a-Lympics,ABC,2,New Orleans,6.5,15,10/7/1978,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,Louisiana,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
123,Laff-a-Lympics,ABC,2,Atlantis,6.5,15,10/7/1978,12,TV Series (segmented),Giant Squid,Animal,GIant,Squid,TRUE,1,Ocean,Atlantis,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
124,The Scooby-Doo Show,ABC,3,A Highland Fling with a Monstrous Thing,7.7,90,10/14/1978,23,TV Series,"Ghost of Finnyan McDuff,Loch Ness Monster","Ghost,Mythical","Phantom,Loch Ness Monster","Human,Dinosaur",FALSE,2,Rural,Scotland,3,TRUE,Jamie Craigmore,1,Smuggling,TRUE,FALSE,0,7,0
125,Laff-a-Lympics,ABC,2,Morocco,6.4,14,10/14/1978,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Desert,Morocco,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
126,Laff-a-Lympics,ABC,2,Washington D.C.,6.4,14,10/14/1978,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,Washington D.C.,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
127,The Scooby-Doo Show,ABC,3,The Creepy Case of Old Iron Face,7.7,80,10/21/1978,23,TV Series,Old Iron Face,Disguised,Pirate,Human,FALSE,1,Island,United States,3,TRUE,Mama Mione,1,Smuggling,FALSE,FALSE,6,9,0
128,Laff-a-Lympics,ABC,2,Canada,6.2,13,10/21/1978,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Forest,Canada,0,NULL,NULL,0,NULL,FALSE,FALSE,1,0,0
129,Laff-a-Lympics,ABC,2,"Warsaw, Poland",6.2,13,10/21/1978,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,Poland,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
130,The Scooby-Doo Show,ABC,3,"Jeepers, It's the Jaguaro!",7.2,91,10/28/1978,22,TV Series,Jaguaro,Animal,Beast,Jungle-Monster,FALSE,1,Jungle,Brazil,4,TRUE,"Barney,Luis",2,Natural Resource,FALSE,FALSE,0,8,0
131,Laff-a-Lympics,ABC,2,Siam,6.8,12,10/28/1978,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Jungle,Siam,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
132,Laff-a-Lympics,ABC,2,The Moon,6.8,12,10/28/1978,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Moon,Moon,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
133,The Scooby-Doo Show,ABC,3,Make a Beeline Away from that Feline,8,88,11/4/1978,23,TV Series,Cat Creature,Animal,Humanoid,Cat,FALSE,1,Urban,New York,3,TRUE,Mr. Bixby,1,Theft,FALSE,FALSE,0,0,0
134,The Scooby-Doo Show,ABC,3,The Creepy Creature of Vulture's Claw,7.5,80,11/11/1978,23,TV Series,Mantis,Animal,Humanoid,Mantis,FALSE,1,Rural,United States,4,TRUE,Proff. Greer,1,Natural Resource,FALSE,FALSE,0,0,0
135,The Scooby-Doo Show,ABC,3,The Diabolical Disc Demon,7.5,84,11/18/1978,23,TV Series,Phantom,Ghost,Musician,Human,FALSE,1,Urban,United States,6,TRUE,Ace Decade,1,Smuggling,FALSE,FALSE,0,0,0
136,The Scooby-Doo Show,ABC,3,Scooby's Chinese Fortune Kooky Caper,7.5,85,11/25/1978,23,TV Series,Moon Monster,Ghost,Demon,Beast,FALSE,1,Urban,China,3,TRUE,Chin Wong Sing,1,Theft,FALSE,FALSE,0,0,0
137,The Scooby-Doo Show,ABC,3,A Menace in Venice,7.5,92,12/2/1978,23,TV Series,Ghostly Gondolier,Ghost,Phantom,Human,FALSE,1,Urban,Italy,4,TRUE,Mario,1,Treasure,FALSE,FALSE,0,4,0
138,The Scooby-Doo Show,ABC,3,Don't Go Near the Fortress of Fear,7.2,83,12/9/1978,23,TV Series,Ghost of Juan Carlos,Ghost,Phantom,Human,FALSE,1,Island,Puerto Rico,5,TRUE,Cptn. Eddy,1,Treasure,FALSE,FALSE,0,3,0
139,The Scooby-Doo Show,ABC,3,The Warlock of Wimbledon,6.8,84,12/16/1978,23,TV Series,"Anthos,Devil Hound","Ancient,Animal","Warlock,Demon","Human,Hound",FALSE,2,Forest,England,4,TRUE,"Nick Thomas,John Thomas",2,Competition,FALSE,FALSE,0,1,0
140,The Scooby-Doo Show,ABC,3,The Beast is Awake in Bottomless Lake,7.1,84,12/23/1978,23,TV Series,Beast of Bottomless Lake,Animal,Humanoid,Sea-Monster,FALSE,1,Forest,Canada,4,TRUE,Julie Johnson,1,Smuggling,FALSE,FALSE,0,4,0
141,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Scarab Lives!,7.6,67,9/22/1979,21,TV Series,Blue Scarab,Disguised,Super-Villain,Human,FALSE,1,Urban,United States,4,TRUE,Howard Gruger,1,Competition,FALSE,TRUE,0,3,0
142,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Night Ghoul of Wonderworld,7.6,59,9/29/1979,21,TV Series,Night Ghoul,Undead,Ghoul,Human,FALSE,1,Urban,United States,4,TRUE,Mr. Marino,1,Theft,FALSE,TRUE,0,2,0
143,Scooby-Doo and Scrappy-Doo (first series),ABC,1,Strange Encounters of a Scooby Kind,7.6,54,10/6/1979,21,TV Series,Alien,Extraterrestrial,Alien,Alien,FALSE,1,Forest,United States,3,TRUE,Tessie,1,Smuggling,FALSE,TRUE,0,10,0
144,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Neon Phantom of the Roller Disco!,7.4,55,10/13/1979,21,TV Series,Neon Phantom,Ghost,Phantom,Human,FALSE,1,Urban,California,3,TRUE,Bill Walker,1,Competition,FALSE,TRUE,0,4,0
145,Scooby-Doo and Scrappy-Doo (first series),ABC,1,"Shiver and Shake, That Demon's a Snake",7.5,51,10/20/1979,21,TV Series,"Snake Demon,Clown","Animal,Disguised","Demon,Clown","Snake,Human",FALSE,2,Coast,Florida,4,TRUE,First Mate Defarge,1,Smuggling,FALSE,TRUE,0,3,0
146,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Scary Sky Skeleton,7.4,51,10/27/1979,21,TV Series,Sky Skeleton,Undead,Skeleton,Human,FALSE,1,Rural,United States,4,TRUE,Eddie Drake,1,Natural Resource,FALSE,TRUE,0,8,0
147,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Demon of the Dugout,7.5,51,11/3/1979,21,TV Series,Dragon Beast,Mythical,Humanoid,Dragon,FALSE,1,Urban,Japan,3,TRUE,Mr. Husai,1,Theft,FALSE,TRUE,0,3,0
148,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Hairy Scare of the Devil Bear,7.3,53,11/10/1979,21,TV Series,Devil Bear,Animal,Demon,Bear,FALSE,1,Desert,Arizona,4,TRUE,Chuck Hunt,1,Treasure,FALSE,TRUE,0,2,0
149,Scooby-Doo and Scrappy-Doo (first series),ABC,1,Twenty Thousand Screams Under the Sea,7.6,47,11/17/1979,21,TV Series,Sea Beast of the Aztecs,Animal,Humanoid,Sea-Monster,FALSE,1,Coast,Mexico,2,TRUE,Tiger Morris,1,Treasure,FALSE,TRUE,0,6,0
150,Scooby-Doo and Scrappy-Doo (first series),ABC,1,I Left My Neck in San Francisco,8,52,11/24/1979,21,TV Series,Lady Vampire of the Bat,Undead,Vampire,Human,FALSE,1,Urban,California,3,TRUE,Lefty Callahan,1,Theft,FALSE,TRUE,0,3,0
151,Scooby-Doo and Scrappy-Doo (first series),ABC,1,When You Wish Upon a Star Creature,7.2,48,12/1/1979,21,TV Series,Star Creature,Extraterrestrial,Humanoid,Star,FALSE,1,Rural,United States,4,TRUE,Mr. Greenfield,1,Theft,FALSE,TRUE,0,5,0
152,Scooby-Doo and Scrappy-Doo (first series),ABC,1,"The Ghoul, the Bat and the Ugly",7.7,52,12/8/1979,21,TV Series,Shadow Creature,Animal,Humanoid,Creature,FALSE,1,Urban,United States,4,TRUE,Brandon Davies,1,Theft,FALSE,TRUE,0,2,0
153,Scooby-Doo and Scrappy-Doo (first series),ABC,1,Rocky Mountain Yiiiii!,7.5,48,12/15/1979,21,TV Series,Ghost of Jeremiah Pratt,Ghost,Phantom,Human,FALSE,1,Snow,United States,3,TRUE,Will Henry Pratt,1,Treasure,FALSE,TRUE,0,8,0
154,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Sorcerer's a Menace,7.3,47,12/22/1979,21,TV Series,Ghost of the Great Haldane,Ghost,Magician,Human,FALSE,1,Urban,New Jersey,4,TRUE,Morgan the Magician,1,Theft,FALSE,TRUE,0,2,0
155,Scooby-Doo and Scrappy-Doo (first series),ABC,1,"Lock the Door, It's a Minotaur!",7.5,46,12/29/1979,21,TV Series,Minotaur,Mythical,Minotaur,Minotaur,FALSE,1,Rural,Greece,3,TRUE,Nick Papas,1,Treasure,FALSE,TRUE,0,4,0
156,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Ransom of Scooby Chief,6.5,47,1/5/1980,21,TV Series,NULL,NULL,NULL,NULL,NULL,0,Urban,New York,2,TRUE,"Carl,Tony",2,Extortion,FALSE,TRUE,0,3,0
157,Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Close Encounter with a Strange Kind,7.1,35,11/8/1980,8,TV Series (segmented),"Aliens,Aliens","Extraterrestrial,Extraterrestrial","Alien,Alien","Alien,Alien",TRUE,2,Space,Space,0,FALSE,NULL,0,Experimentation,TRUE,TRUE,0,1,0
158,Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Fit Night Out for Bats,7.1,35,11/8/1980,8,TV Series (segmented),Sylvester,Undead,Vampire,Human,TRUE,1,Rural,United States,0,FALSE,NULL,0,Food,FALSE,TRUE,0,3,0
159,Scooby-Doo and Scrappy-Doo (second series),ABC,1,The Chinese Food Factory,7.1,35,11/8/1980,8,TV Series (segmented),Chinese Food Factory Burglar,Disguised,Masked,Human,FALSE,1,Urban,California,0,TRUE,Chinese Food Factory Burglar,1,Theft,FALSE,TRUE,0,0,0
160,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Desert Dilemma,7.2,36,11/15/1980,8,TV Series (segmented),Arabian Magician,Magician,Magician,Human,TRUE,1,Desert,Saudi Arabia,0,FALSE,NULL,0,Experimentation,FALSE,TRUE,0,3,0
161,Scooby-Doo and Scrappy-Doo (second series),ABC,1,The Old Cat and Mouse Game,7.2,37,11/15/1980,8,TV Series (segmented),Cat Man,Animal,Humanoid,Cat,TRUE,1,Mountain,South America,0,FALSE,NULL,0,Food,FALSE,TRUE,0,2,0
162,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Stow-Aways,6.8,32,11/15/1980,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Ocean,United States,1,FALSE,Sailor,1,Trespassing,FALSE,TRUE,0,3,0
163,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Mummy's the Word,7.2,36,11/22/1980,8,TV Series (segmented),Mummy,Undead,Mummy,Human,TRUE,1,Desert,Egypt,0,FALSE,NULL,0,Trespassing,FALSE,TRUE,0,7,0
164,Scooby-Doo and Scrappy-Doo (second series),ABC,1,"Hang in There, Scooby",7.2,37,11/22/1980,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Coast,United States,0,NULL,NULL,0,NULL,FALSE,TRUE,0,4,0
165,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Stuntman Scooby,7.2,36,11/22/1980,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,United States,1,NULL,NULL,0,NULL,FALSE,TRUE,0,4,0
166,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Fantastic Island,7.1,31,11/29/1980,8,TV Series (segmented),Caveman,Ancient,Caveman,Human,TRUE,1,Island,United States,0,NULL,NULL,0,Assistance,FALSE,TRUE,0,1,0
167,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Long John Scrappy,6.8,32,11/29/1980,8,TV Series (segmented),Pirate,Ancient,Pirate,Human,TRUE,1,Ocean,United States,0,NULL,NULL,0,Abduction,FALSE,TRUE,0,2,0
168,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Bull Fright,6.8,32,12/6/1980,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Rural,Mexico,0,NULL,NULL,0,NULL,FALSE,TRUE,0,0,0
169,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby Ghosts West,6.7,36,12/6/1980,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Desert,United States,1,FALSE,Inkeeper,1,Haunt,FALSE,TRUE,0,2,0
170,Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Bungle in the Jungle,7.1,31,12/6/1980,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Jungle,Africa,1,FALSE,Nazrat of the Jungle,1,Trespassing,FALSE,TRUE,0,0,0
171,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Fun Zone,7.1,31,12/13/1980,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,United States,1,FALSE,Killer Krunch,1,Anger,FALSE,TRUE,0,4,0
172,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Swamp Witch,6.7,36,12/13/1980,8,TV Series (segmented),Swamp Witch,Magician,Witch,Human,TRUE,1,Swamp,United States,0,NULL,NULL,0,Food,FALSE,TRUE,0,4,0
173,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Sir Scooby and the Black Knight,7,29,12/13/1980,8,TV Series (segmented),Knight,Ancient,Knight,Human,TRUE,1,Rural,Scotland,0,NULL,NULL,0,Trespassing,FALSE,TRUE,0,1,0
174,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Waxworld,6.7,36,12/20/1980,8,TV Series (segmented),Wax Master,Possessed Object,Statue,Human,TRUE,1,Urban,England,0,NULL,NULL,0,Abduction,FALSE,TRUE,0,1,0
175,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby in Wonderland,7,29,12/20/1980,8,TV Series (segmented),"Evil Trees,Caterpillar,Cheshire Cat,Queen of Hearts","Plant,Animal,Animal,Magician","Evil,Talking,Talking,Queen","Tree,Caterpillar,Cat,Human",FALSE,4,Rural,United States,0,NULL,NULL,0,Imagination,FALSE,TRUE,0,3,0
176,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scrappy's Birthday,7,29,12/20/1980,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Rural,United States,1,FALSE,Orderly,1,Anger,FALSE,TRUE,0,2,0
177,Scooby-Doo and Scrappy-Doo (second series),ABC,1,South Seas Scare,7,32,12/27/1980,8,TV Series (segmented),Lava Monster,Possessed Object,Statue,Lava,TRUE,1,Jungle,Hawaii,0,NULL,NULL,0,Trespassing,FALSE,TRUE,0,1,0
178,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Swiss Miss,6.7,29,12/27/1980,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Snow,Switzerland,1,FALSE,Bulldog,1,Competition,FALSE,TRUE,0,3,0
179,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Alaskan King Coward,7,32,12/27/1980,8,TV Series (segmented),Alaskan Monster,Animal,Beast,Snow-Monster,TRUE,1,Snow,Alaska,0,NULL,NULL,0,Food,FALSE,TRUE,0,5,0
180,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Soggy Bog Scooby,6.7,29,1/3/1981,8,TV Series (segmented),Swamp Monster,Animal,Beast,Swamp-Monster,TRUE,1,Swamp,United States,0,NULL,NULL,0,Food,FALSE,TRUE,0,1,0
181,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby Gumbo,7,32,1/3/1981,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Urban,Louisiana,1,FALSE,Cheft,1,Trespassing,FALSE,TRUE,0,2,0
182,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Way Out Scooby,7,32,1/10/1981,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Desert,Mars,2,NULL,NULL,0,NULL,FALSE,TRUE,0,3,0
183,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Strongman Scooby,7,32,1/10/1981,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Coast,United States,1,FALSE,Bulldog,1,Bully,FALSE,TRUE,0,1,0
184,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Moonlight Madness,7,32,1/10/1981,8,TV Series (segmented),Shaggy,Animal,Werewolf,Human,TRUE,1,Rural,Austria,1,FALSE,Adolf,1,Loneliness,FALSE,TRUE,0,1,0
185,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Dog Tag Scooby,7.1,31,1/17/1981,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Rural,United States,1,FALSE,Sergent,1,Training,FALSE,TRUE,0,2,0
186,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby at the Center of the World,7.1,31,1/17/1981,8,TV Series (segmented),"Rock Monsters,Rock Monsters","Possessed Object,Possessed Object","Rock,Rock","Cave-Monster,Cave-Monster",TRUE,2,Cave,United States,0,NULL,NULL,0,Trespassing,FALSE,TRUE,0,1,0
187,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Trip to Ahz,7.1,31,1/17/1981,8,TV Series (segmented),Wicked Witch of the North by Southeast,Magician,Witch,Human,FALSE,1,Rural,United States,0,NULL,NULL,0,Imagination,FALSE,TRUE,0,0,0
188,Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Fright at the Opera,7.2,31,1/24/1981,8,TV Series (segmented),Phantom of the Sewers,Disguised,Phantom,Human,TRUE,1,Urban,France,0,NULL,NULL,0,Trespassing,FALSE,TRUE,0,4,0
189,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Robot Ranch,7.1,31,1/24/1981,8,TV Series (segmented),Rawhide Red,Mechanical,Robot,Object,TRUE,1,Rural,United States,0,NULL,NULL,0,Abduction,FALSE,TRUE,0,1,0
190,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Surprised Spies,7.1,31,1/24/1981,8,TV Series (segmented),Enemy Spy,Disguised,Spy,Human,TRUE,1,Urban,California,0,NULL,NULL,0,Theft,FALSE,TRUE,0,2,0
191,Scooby-Doo and Scrappy-Doo (second series),ABC,1,The Invasion of the Scooby Snatchers,7.2,31,1/31/1981,8,TV Series (segmented),Alien,Extraterrestrial,Alien,Alien,TRUE,1,Urban,United States,0,NULL,NULL,0,Conquest,FALSE,TRUE,0,3,0
192,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby Dooby Guru,7.1,31,1/31/1981,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Jungle,India,1,FALSE,Taj Mahal Gaurd,1,Trespassing,FALSE,TRUE,0,2,0
193,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby and the Bandit,7.2,31,1/31/1981,8,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,0,Desert,United States,2,FALSE,"Bandit,Wilbur",2,Anger,FALSE,TRUE,0,1,0
194,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby-Nocchio,7.4,32,9/19/1981,8,TV Series (segmented),Pleasure Island Man,Magician,Trickster,Human,FALSE,1,Urban,United States,0,NULL,NULL,0,Imagination,FALSE,TRUE,0,3,0
195,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Lighthouse Keeper Scooby,7.4,32,9/19/1981,8,TV Series (segmented),Pirate,Ghost,Pirate,Human,TRUE,1,Island,United States,0,NULL,NULL,0,Trespassing,FALSE,TRUE,0,5,0
196,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby's Roots,7.4,32,9/19/1981,8,TV Series (segmented),Sheet Ghost,Ghost,Phantom,Human,TRUE,1,Forest,United States,1,FALSE,Great-Grandpa Scooby,1,Mistake,FALSE,TRUE,0,3,0
197,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Scooby's Escape from Atlantis,7.2,30,9/26/1981,8,TV Series (segmented),Centaur,Animal,Centaur,Centaur,TRUE,1,Ocean,Atlantis,0,NULL,NULL,0,Trespassing,FALSE,TRUE,0,3,0
198,Scooby-Doo and Scrappy-Doo (second series),ABC,2,Excalibur Scooby,7.2,30,9/26/1981,8,TV Series (segmented),"Merlin,Jasper","Magician,Animal","Wizard,Giant","Human,Frog",TRUE,2,Rural,England,0,NULL,NULL,0,Assistance,FALSE,TRUE,0,1,0
