height,weight,scars,color,lost_teeth,lifespan,birth_year,spikes
55.04859208,13.88102115,4,red,2,799,-1031,spikes
60.21282221,15.46017107,7,red,40,1669,-1031,without
53.04096414,15.46708433,6,blue,5,915,-1029,without
50.44859203,16.92837977,6,red,23,1307,-1028,spikes
57.89894711,15.69520932,13,green,13,1379,-1028,without
50.10651853,13.12228646,6,blue,17,1176,-1022,spikes
52.50369935,18.29999077,4,red,18,1090,-1020,spikes
48.37059818,12.92245192,1,blue,21,1089,-1018,spikes
55.32056043,14.90407717,5,green,21,1203,-1017,without
53.06574327,14.44976403,8,red,16,1223,-1017,spikes
60.92261055,15.87743991,4,red,10,951,-1012,spikes
57.99542032,14.82269734,12,green,33,1738,-1007,without
36.71783959,9.275319096,0,red,34,1286,-1005,spikes
56.37680589,14.92033359,4,blue,26,1303,-1002,without
42.51589387,11.66689136,0,blue,30,1185,-1000,spikes
39.03746608,10.19049834,36,red,8,2231,-999,spikes
42.01937264,11.26167286,6,red,30,1478,-998,spikes
55.5638691,16.04553279,19,blue,13,1627,-998,without
57.8437797,15.14657831,6,green,18,1206,-997,without
47.01205893,13.46852329,2,red,4,749,-995,without
58.78184174,15.0360554,1,blue,35,1338,-995,without
56.52881666,16.62674415,8,red,33,1566,-995,without
56.05119927,14.03637133,4,red,25,1235,-993,spikes
59.30998169,15.38675276,8,blue,15,1215,-987,without
45.24308845,11.57820857,6,red,39,1649,-987,spikes
57.83421585,15.38165451,3,red,12,1000,-983,spikes
49.08504614,13.94311438,6,red,23,1284,-983,spikes
42.18694373,10.85377674,2,red,3,744,-981,without
48.35177933,12.66111399,47,red,37,3195,-979,without
43.66473048,11.75231904,1,green,29,1219,-975,without
49.05900768,14.07694431,5,red,3,865,-974,without
52.13725401,14.94104983,3,red,40,1545,-969,spikes
48.77217834,15.61419068,11,red,16,1345,-968,spikes
48.17858099,12.82534998,10,blue,31,1593,-968,spikes
44.92074229,11.40156836,5,green,2,838,-964,without
48.42126493,12.99681015,1,green,39,1445,-964,without
44.75921813,11.50607379,5,green,9,990,-960,without
46.71342474,12.96545201,4,red,31,1420,-960,spikes
59.61378768,15.00773596,1,red,33,1275,-959,without
55.35280247,15.14234034,6,blue,19,1242,-958,spikes
42.22600265,14.07461779,7,green,11,1102,-954,without
54.54767482,14.37925163,0,red,5,703,-951,spikes
53.53397502,13.47724795,0,red,39,1369,-949,spikes
41.3503017,10.51945791,20,green,15,1680,-949,without
57.88444172,14.69190446,14,red,15,1431,-948,spikes
52.19321633,13.53777764,1,red,1,662,-947,without
58.35724537,14.92204236,23,red,36,2257,-947,spikes
50.92935439,13.2379578,9,green,35,1664,-945,without
49.07811695,13.776965,2,red,36,1394,-944,spikes
51.61275752,13.64231851,26,blue,26,2162,-944,spikes
52.08100403,13.96931739,29,black,39,2561,-943,spikes
50.7571185,13.22190305,7,blue,23,1319,-939,without
52.81267023,13.74194641,3,red,12,929,-937,spikes
55.69314687,14.7288713,7,red,16,1190,-937,without
49.52298206,13.69425278,22,blue,29,2030,-935,without
59.38349364,15.06690383,8,blue,15,1231,-931,without
58.5146346,16.41553222,3,red,24,1231,-930,spikes
54.32712998,15.47310614,15,green,33,1862,-929,without
61.52147731,17.75184232,1,blue,9,857,-928,without
53.07629775,13.4113901,11,blue,20,1452,-927,without
55.94181931,14.69552396,26,red,2,1699,-927,spikes
39.06833394,11.33281914,3,red,10,911,-924,spikes
40.84528182,14.5528617,21,red,28,1996,-923,spikes
50.47771514,13.03224059,5,red,19,1218,-922,spikes
41.27520759,10.41990141,31,blue,26,2343,-917,spikes
45.22906958,13.00837943,5,red,25,1336,-914,spikes
54.11833674,14.403359,5,red,35,1504,-912,spikes
58.98461956,15.7972013,5,green,28,1353,-909,without
39.62782994,10.58937987,20,blue,33,2069,-909,spikes
53.82718753,13.92823554,13,blue,9,1310,-908,spikes
50.52020339,12.74746044,11,red,40,1822,-907,spikes
50.36159958,13.23709098,0,red,2,665,-906,spikes
43.18775119,14.30051493,45,green,4,2491,-905,without
48.53189148,18.42421104,27,blue,1,1664,-903,spikes
43.11615629,12.65228328,2,red,12,951,-902,without
50.71350321,12.79015675,3,blue,13,982,-902,spikes
48.83956086,12.81605384,1,green,13,868,-901,without
45.95036889,11.65677854,2,blue,32,1312,-901,spikes
52.59998478,13.9940377,2,green,7,817,-900,without
46.70617545,12.85003203,2,red,23,1118,-899,spikes
38.4402515,9.805851779,0,blue,29,1193,-899,spikes
53.32798997,14.79676378,3,black,27,1288,-897,spikes
48.37176829,12.40397983,7,green,16,1213,-893,without
57.37019827,14.47365363,17,red,31,1891,-892,spikes
41.99464484,10.97237296,12,green,4,1125,-889,without
48.10124489,12.06184809,3,green,36,1470,-889,without
47.57770297,13.39175358,5,red,36,1556,-888,spikes
59.48080403,14.89040697,11,red,28,1606,-888,spikes
44.79585542,11.42354357,24,red,24,2021,-888,spikes
50.30710147,13.47266535,11,red,38,1803,-884,without
46.09341911,11.64419686,14,red,7,1291,-880,spikes
42.93346473,11.16955751,3,red,37,1464,-876,spikes
49.44778977,12.88859462,21,red,29,2059,-873,without
58.71855357,16.23500976,4,red,1,790,-872,spikes
69.73125288,19.00363976,3,blue,36,1446,-870,spikes
67.13100106,17.08944511,37,blue,37,2840,-869,spikes
54.37347968,13.60134723,29,blue,1,1786,-866,without
41.44680143,10.45927272,3,red,2,775,-865,spikes
43.09265489,12.29549901,30,red,31,2397,-863,without
44.39405015,11.30039853,9,red,11,1166,-862,without
54.1909343,16.47825321,8,red,22,1370,-862,spikes
44.53481021,11.76155182,6,red,24,1352,-860,without
47.57751475,14.06424418,3,red,6,832,-857,without
44.00068235,11.082899,1,green,23,1081,-855,without
53.47676729,13.54316099,5,red,28,1358,-853,spikes
43.73372169,12.75638008,20,blue,28,1948,-853,spikes
50.87998209,13.26798313,0,red,7,731,-850,spikes
39.00110798,11.49329201,2,blue,23,1166,-849,spikes
42.56317547,14.82080702,2,red,25,1166,-849,spikes
41.29428596,12.92041515,18,red,33,1985,-846,spikes
45.10656229,11.41944405,0,blue,39,1375,-845,spikes
42.99714337,12.41696968,6,green,25,1351,-844,without
51.96140941,13.10244151,0,red,40,1393,-843,spikes
58.36321869,15.05473297,0,blue,9,809,-841,spikes
40.04785023,15.22109539,2,red,9,850,-840,spikes
54.66998259,15.17122353,18,green,19,1682,-838,without
50.14466726,12.87788787,19,green,13,1626,-835,without
52.13281859,13.07587536,13,red,6,1242,-834,spikes
51.80031378,13.10814145,0,red,14,863,-830,spikes
49.00741554,12.67661743,10,green,30,1606,-829,without
35.84498071,9.133674398,2,red,20,1081,-826,spikes
66.91048283,17.46025328,9,green,28,1547,-826,without
38.15416301,9.650882752,12,red,33,1762,-825,without
48.97939108,12.72866033,6,red,27,1368,-823,without
38.8146275,13.93999132,7,green,39,1685,-823,without
52.17444982,15.18385524,23,red,3,1538,-821,spikes
46.71134273,12.33000739,9,green,15,1244,-819,without
40.83378368,11.21853557,13,blue,2,1146,-817,spikes
55.24603848,14.12237621,19,red,36,2077,-817,spikes
41.43472068,10.41687566,5,red,26,1298,-814,spikes
47.07868746,11.97049243,7,black,37,1630,-814,spikes
47.40957055,13.84969415,11,green,32,1683,-814,without
43.61184305,11.66525824,4,blue,16,1108,-812,without
62.86970026,18.29512568,4,red,38,1520,-812,spikes
67.19925093,17.8381168,1,blue,20,1029,-810,spikes
37.9332354,9.698285836,1,red,1,628,-809,without
51.57789458,14.01018766,6,blue,12,1046,-807,spikes
52.63442679,13.27218586,6,red,8,997,-806,spikes
46.89848702,12.76208368,17,green,24,1751,-805,without
46.50731373,11.99027261,37,black,19,2444,-805,without
42.71903218,12.40329494,33,red,20,2338,-803,spikes
50.25959303,15.31471108,30,blue,13,2065,-801,spikes
50.22177555,12.66946738,3,red,37,1439,-799,spikes
37.60116989,9.941349622,76,red,15,3953,-797,without
47.94601507,12.36128998,1,blue,21,1036,-795,spikes
44.22856897,13.30022315,13,green,15,1385,-795,without
51.99293155,13.3552729,9,red,20,1314,-794,without
44.69473849,11.5980659,6,blue,7,993,-792,without
52.02482637,14.24480363,7,green,14,1144,-791,without
38.98540181,10.06765387,6,red,18,1229,-788,spikes
50.77095568,13.11224988,12,blue,35,1778,-788,spikes
66.16346183,17.85023073,17,red,33,1978,-785,spikes
46.72781059,11.74238554,1,red,12,898,-783,spikes
54.96859729,13.97070011,4,red,21,1157,-783,without
53.1796232,15.13404886,1,red,39,1411,-781,spikes
53.09664086,14.71173576,9,blue,7,1108,-780,without
51.16670666,14.190352,0,red,26,1125,-778,spikes
52.57225931,15.45028999,7,red,29,1427,-778,without
44.39207769,11.25221279,1,blue,29,1251,-776,spikes
54.67303031,15.35261947,11,red,16,1337,-775,spikes
52.69658507,13.42372392,2,red,33,1330,-774,spikes
36.13732158,9.727455693,4,red,30,1368,-772,spikes
59.06060531,16.92318678,21,red,24,1921,-771,spikes
51.88283679,13.50480407,17,blue,13,1550,-770,without
46.98457075,12.69554774,5,red,7,968,-769,without
52.29421451,14.4133581,2,red,39,1457,-767,spikes
62.43304873,16.52514676,10,red,26,1552,-764,spikes
41.0855656,10.5371216,6,blue,6,969,-762,without
48.76800579,13.87582043,8,blue,20,1309,-761,spikes
60.68687043,15.48545087,7,green,25,1367,-760,without
55.72187974,14.51173944,2,red,30,1270,-755,spikes
70.52478733,18.97824193,29,red,27,2337,-753,without
39.2338932,12.51126883,6,red,30,1416,-747,spikes
59.27457999,14.88504728,12,red,16,1428,-746,spikes
53.21413127,13.5525999,9,red,26,1478,-746,spikes
49.87647144,12.48198742,2,red,14,979,-741,spikes
53.87213073,16.43428052,10,red,24,1484,-739,without
51.32721132,15.3243158,0,blue,18,966,-733,spikes
54.4722652,13.62963976,16,red,31,1850,-733,spikes
50.59008471,15.81462135,0,red,7,756,-729,spikes
61.77991331,15.94853826,22,red,11,1712,-729,spikes
48.25478223,13.43797478,7,red,0,852,-726,spikes
61.03796196,15.46118114,29,red,9,1978,-726,spikes
38.57024792,9.811906856,3,blue,16,1043,-725,spikes
39.95046181,11.35659628,2,blue,33,1368,-724,without
46.28322355,11.89712668,1,red,37,1387,-723,spikes
56.03764212,15.20973617,9,red,36,1682,-721,spikes
42.16861864,11.70036729,20,blue,39,2183,-721,spikes
48.69781472,13.26334065,4,red,17,1090,-720,without
39.75525802,11.1350861,8,red,2,959,-719,without
55.25053448,14.98157909,35,blue,24,2489,-717,without
42.62019994,12.62637967,14,blue,9,1362,-715,spikes
41.7478226,12.349107,9,red,18,1322,-714,spikes
49.01530283,14.36836817,2,red,29,1269,-713,spikes
45.1725642,11.62085559,1,red,38,1387,-712,spikes
50.19100727,12.88478977,2,red,7,797,-709,without
43.75400201,13.02058,4,blue,38,1538,-706,spikes
48.51354237,12.78575196,2,blue,19,1053,-705,without
51.94931494,13.22872651,1,red,18,991,-703,spikes
57.25013583,14.45396826,1,green,14,929,-701,without
48.39926192,12.22276322,1,red,19,1034,-697,without
49.19789081,12.8028653,28,red,37,2432,-694,spikes
54.63354887,15.7050652,11,red,37,1783,-689,without
50.56392753,12.97572881,2,red,27,1209,-688,spikes
66.59955464,17.12186834,1,red,15,961,-686,spikes
38.66648768,9.967695949,31,red,11,2076,-684,spikes
39.00890947,10.27528031,4,blue,35,1438,-683,without
44.51677511,13.72163018,7,green,6,1018,-682,without
41.85884145,11.38976161,3,green,8,866,-681,without
59.42146038,16.19961245,2,red,27,1219,-676,spikes
51.43679086,13.38114121,22,blue,26,2019,-675,spikes
46.7606795,12.83362246,15,red,6,1345,-670,spikes
48.28456068,12.80805846,16,green,37,1997,-664,without
51.25343156,13.4926434,7,red,8,1030,-661,spikes
44.26240386,11.38051257,5,red,35,1508,-661,spikes
49.42768863,12.55999653,5,blue,40,1584,-656,spikes
56.28914682,18.66461334,3,blue,6,865,-655,without
57.19147446,14.30640608,1,blue,30,1224,-652,spikes
49.17662224,16.50012876,29,blue,17,2105,-646,spikes
49.84848371,13.66605218,6,red,1,885,-645,spikes
57.09560969,15.399473,27,green,27,2212,-645,without
50.62743296,13.18575263,5,red,27,1304,-642,spikes
45.15904291,12.14603466,10,red,16,1309,-642,spikes
60.95118933,15.85946463,3,blue,6,834,-641,without
59.00492057,15.1690588,8,red,15,1211,-639,without
59.06248247,16.28303846,16,green,32,1898,-639,without
54.76895389,17.39483387,16,green,33,1932,-639,without
42.32435098,12.16600942,8,blue,9,1123,-638,spikes
45.6070271,11.71833081,3,red,26,1254,-636,spikes
43.43544605,12.37522524,1,green,20,1054,-633,without
53.51942638,14.70523109,6,red,38,1633,-633,without
40.49550586,10.76392102,1,red,8,825,-632,without
52.57482193,15.22928752,14,red,28,1691,-630,spikes
53.42657038,15.11661338,2,red,23,1130,-627,spikes
52.50109721,13.14394253,1,red,0,630,-624,spikes
47.32181911,12.73632595,3,blue,14,996,-622,spikes
44.3816529,12.3367816,18,blue,24,1773,-621,without
35.07596579,9.087971205,22,red,30,2089,-617,spikes
39.06851992,9.822761029,2,blue,8,842,-615,spikes
60.47947246,15.87246365,24,red,9,1742,-615,spikes
54.72101391,14.127282,27,red,32,2322,-615,spikes
50.55229409,17.86695993,8,blue,24,1445,-613,spikes
60.20112872,15.21244448,12,green,26,1573,-608,without
67.88080195,17.69052235,43,red,29,2914,-606,spikes
45.14610204,11.54318136,2,green,6,769,-602,without
56.70262177,14.87620052,4,blue,24,1215,-601,spikes
59.83904195,16.01598474,60,red,1,3028,-601,without
53.34160676,16.38422198,3,red,19,1140,-599,spikes
57.86525449,16.03392315,1,red,10,829,-597,without
59.72162143,17.19294998,23,blue,2,1551,-596,spikes
47.21095768,12.94381007,6,blue,38,1603,-595,without
45.08293234,12.98793364,12,red,1,1085,-594,spikes
56.97799403,14.58567356,39,blue,15,2493,-593,spikes
33.21372859,8.405294525,2,green,5,745,-591,without
61.89394861,16.49743771,2,black,2,726,-585,spikes
43.27872831,12.32242774,5,blue,6,918,-583,without
41.18190779,10.39284808,9,red,26,1495,-577,spikes
54.8850258,14.95337348,8,red,7,1041,-576,spikes
42.88699499,13.73751981,2,red,8,840,-575,spikes
59.74031878,15.91331996,1,red,17,978,-575,spikes
45.37407259,13.18737655,6,red,30,1451,-575,spikes
57.08509081,14.38538202,1,blue,37,1358,-573,without
53.13875564,13.63075091,6,blue,18,1195,-570,spikes
50.64583016,14.55397628,3,red,31,1348,-567,spikes
66.21354354,18.80524502,0,blue,5,674,-566,spikes
54.10450993,14.02311686,8,blue,10,1112,-560,without
42.6731476,11.85530336,2,red,1,721,-559,spikes
43.92099835,12.03657852,9,red,21,1379,-551,spikes
36.74342758,9.381244275,1,blue,16,937,-550,spikes
56.42749954,14.38871474,21,red,11,1655,-550,spikes
54.63574566,13.66626831,8,red,2,985,-546,without
60.83419029,15.33238542,6,red,11,1017,-544,spikes
50.96845617,14.25701685,35,red,37,2754,-544,without
40.8246795,11.12634148,1,green,40,1432,-543,without
40.25683745,10.43763279,3,red,10,906,-542,spikes
45.68130351,11.52679127,5,blue,31,1410,-541,without
52.45301051,13.66235871,4,blue,19,1127,-539,without
42.38940788,11.17838844,19,red,13,1663,-537,spikes
44.65850191,11.21199861,2,blue,30,1302,-536,spikes
49.02382965,12.26253864,18,green,33,1987,-536,without
41.93674328,10.9576087,8,red,13,1181,-533,spikes
45.46677349,11.8071729,0,blue,36,1313,-532,without
31.53181679,7.921088155,7,blue,32,1514,-527,without
54.24431315,13.87453409,2,red,20,1073,-526,spikes
48.5670602,13.88276453,5,red,18,1146,-524,spikes
51.60768454,14.92371784,20,red,11,1625,-522,spikes
45.42874304,11.84431735,10,green,26,1504,-517,without
57.26573965,14.42519579,28,red,13,1977,-517,spikes
42.37149505,11.06891864,2,green,26,1213,-516,without
44.88465453,12.19655394,4,blue,12,1006,-515,spikes
34.54130318,9.629425227,10,green,29,1596,-515,without
52.84196466,13.44224632,25,black,14,1851,-515,spikes
52.21930214,13.09314948,0,red,2,635,-513,spikes
57.54180412,14.73806581,1,blue,37,1381,-510,spikes
42.24992794,12.25117122,5,red,36,1522,-506,spikes
46.28005581,13.02855308,25,blue,16,1903,-506,without
54.31377846,14.40635825,5,red,30,1404,-505,without
60.417576,15.4394792,1,red,2,710,-504,spikes
58.82894441,15.17073494,4,red,9,920,-504,spikes
36.78758909,9.670870525,2,blue,17,1042,-503,without
50.89692336,13.70441998,36,red,21,2470,-502,spikes
44.88768161,12.03497357,9,blue,35,1683,-499,without
53.22626548,13.99931047,10,green,25,1484,-498,without
50.13609801,13.47369347,18,black,31,1953,-497,without
44.37735212,12.42112252,0,green,24,1093,-495,without
39.6556411,10.70108921,1,red,39,1418,-490,spikes
56.89002599,14.94982206,15,red,25,1670,-487,spikes
51.91772656,14.16792765,14,blue,24,1651,-484,without
53.97192815,16.57826374,4,green,20,1164,-481,without
51.10843853,14.5570349,15,blue,11,1474,-481,without
58.9091866,15.43086436,15,red,33,1859,-477,spikes
52.12416048,15.02241156,11,green,25,1519,-475,without
56.81776032,14.69951432,7,blue,36,1640,-475,spikes
59.42162608,17.79115633,7,blue,1,892,-470,spikes
53.07221866,14.44430022,1,red,15,959,-467,without
53.2724509,13.43944271,4,blue,21,1195,-467,spikes
48.93206382,14.38285263,15,blue,28,1765,-466,without
45.12585776,12.80023004,1,red,7,770,-464,spikes
61.34502034,15.66514674,4,red,34,1448,-463,spikes
48.11207736,13.7486629,5,red,8,958,-461,spikes
36.68618721,10.3258344,2,green,23,1140,-459,without
39.66673988,11.46245013,13,red,13,1389,-455,spikes
47.77859311,14.2744625,10,red,2,1030,-453,spikes
42.73934248,12.4288041,0,red,35,1276,-451,spikes
46.56059997,13.27054278,36,blue,31,2645,-451,spikes
45.12894632,11.52268101,35,blue,17,2336,-450,spikes
62.23575428,15.87620014,6,red,24,1299,-446,spikes
48.99848159,12.93996722,12,blue,15,1367,-446,without
50.15800128,13.42205142,7,red,7,1032,-438,without
52.6976722,13.20126413,3,red,33,1346,-436,spikes
46.37045174,12.38579862,1,red,38,1388,-433,spikes
49.16513304,14.2573316,10,green,28,1540,-425,without
51.89204239,13.47722586,10,green,37,1671,-423,without
58.8292721,15.31024136,12,red,37,1808,-422,spikes
44.61287736,12.99243772,9,green,6,1115,-418,without
56.64571786,14.96931189,23,red,22,1958,-412,without
51.40633935,13.61362702,1,blue,5,752,-411,spikes
58.14747853,16.51022565,10,red,21,1410,-410,spikes
49.90328628,12.58904093,12,red,30,1669,-410,spikes
55.4060719,14.13581458,2,red,13,939,-407,spikes
62.98187908,17.11561916,17,blue,28,1817,-404,without
41.86118888,11.21547959,23,green,24,1984,-404,without
46.02435942,11.81769544,5,red,25,1331,-403,without
62.6645973,16.67843349,3,red,4,800,-400,spikes
57.40709696,14.52551714,3,blue,28,1281,-400,spikes
51.45965194,12.90053103,9,blue,24,1408,-396,spikes
48.71110698,12.50249373,28,red,34,2420,-391,spikes
42.97585019,12.18407349,0,blue,18,969,-387,without
44.48707351,11.32498623,7,blue,33,1535,-385,spikes
52.46074196,13.63024895,0,blue,18,953,-376,without
47.32144208,11.85435467,5,red,31,1438,-370,spikes
45.68457195,11.67834142,19,blue,32,1963,-369,without
44.95683606,12.67344885,2,blue,25,1187,-364,spikes
43.93038829,11.18595163,20,green,23,1877,-363,without
42.95141109,11.05782265,9,red,13,1202,-361,spikes
37.16677956,11.00712014,5,red,6,915,-360,spikes
54.15794092,13.77217905,5,green,19,1197,-356,without
46.46591607,14.21766046,11,blue,19,1410,-356,without
53.65020268,13.65701713,2,blue,18,1032,-355,spikes
42.2087066,10.59892302,17,red,3,1337,-351,without
44.21677736,11.4007544,4,blue,34,1391,-351,without
55.04994778,18.67125058,3,blue,11,953,-350,without
50.40982385,13.36325678,1,red,29,1229,-349,spikes
61.53380519,17.24392953,10,red,9,1142,-346,spikes
52.75403275,14.37713075,11,red,8,1165,-345,without
41.67012246,13.40347824,10,red,37,1766,-344,without
45.87725502,11.51019749,2,red,3,746,-342,spikes
54.30430782,14.32118108,0,green,35,1335,-337,without
59.1027933,16.94513763,5,blue,4,907,-333,without
40.94353641,10.98788633,1,green,5,780,-332,without
71.85887635,18.32655615,3,blue,31,1351,-332,spikes
46.61631117,13.33568641,1,red,30,1241,-328,without
42.6741498,11.24026969,7,red,0,900,-327,spikes
51.0032894,13.52010572,7,blue,5,938,-322,without
47.88749431,12.480441,3,green,19,1083,-317,without
48.5989602,13.69742795,13,blue,31,1739,-317,without
40.16145941,11.09186709,16,blue,4,1368,-314,without
41.67944725,11.08288032,2,red,37,1409,-314,without
44.17562134,11.44219785,7,green,37,1620,-314,without
58.01168214,15.72629555,23,green,27,2075,-311,without
53.22982678,13.81196671,3,blue,0,714,-310,spikes
52.41037347,13.2815467,8,blue,9,1105,-310,without
65.66029984,17.98173745,10,red,19,1365,-310,spikes
50.87746781,13.55914847,1,green,0,671,-307,without
39.09163986,11.52115684,1,red,5,722,-307,spikes
57.36849754,14.58524945,16,blue,11,1456,-301,spikes
47.20853549,14.51612611,49,green,34,3273,-301,without
52.27782822,13.19045115,0,red,1,607,-300,spikes
47.58667931,12.12130185,10,red,10,1211,-298,spikes
69.53350977,18.19041774,25,blue,3,1692,-296,without
45.35074366,12.25586544,6,green,14,1088,-292,without
44.74845331,12.04527029,12,blue,21,1493,-290,without
51.67734198,13.37396246,22,green,25,1979,-290,without
53.35437384,16.80432133,11,green,32,1713,-288,without
52.06277044,15.37525787,5,red,0,772,-287,without
53.63692703,14.93544477,3,blue,32,1340,-287,spikes
48.92115495,13.41256326,0,green,18,974,-286,without
67.30066988,16.95036442,0,blue,20,978,-285,without
42.7804407,11.83108031,22,red,25,1958,-285,spikes
49.53199392,12.73353601,2,red,34,1377,-283,spikes
47.79118618,12.10395779,11,blue,21,1436,-283,without
41.60359242,11.68698418,9,blue,29,1491,-283,without
49.5108297,13.15834949,5,blue,33,1450,-281,spikes
58.56677232,15.92204902,8,blue,4,999,-278,without
51.14801843,13.74093314,10,red,37,1799,-276,spikes
50.90395029,13.22207977,11,red,37,1794,-266,without
56.98248965,15.71786799,2,red,36,1460,-264,spikes
48.50731389,12.44803059,6,red,12,1090,-263,spikes
45.26134343,11.41151068,17,green,20,1714,-263,without
51.08069684,14.90432474,6,red,19,1211,-262,spikes
47.98351032,13.13804434,5,blue,22,1242,-260,without
51.43162951,15.08786905,0,green,14,870,-258,without
40.54533337,12.09000896,4,red,8,913,-256,spikes
50.561295,13.67228833,8,green,14,1194,-256,without
45.90632435,11.96131348,4,red,11,965,-255,spikes
44.39852578,11.85456974,0,green,26,1124,-254,without
46.47657389,11.8692811,10,red,7,1142,-252,without
55.08931012,14.02622857,4,blue,8,909,-251,without
46.22851741,13.95532546,3,green,40,1517,-249,without
58.95996054,17.2513589,1,red,38,1402,-245,spikes
47.47533265,13.493741,4,red,28,1289,-244,without
51.91828438,14.85207843,11,blue,3,1104,-243,spikes
46.09841844,12.29239473,13,red,35,1796,-243,without
47.8501948,13.57403811,10,red,34,1669,-241,spikes
48.54326034,14.35187583,27,green,1,1710,-239,without
47.26413082,12.27438519,5,blue,37,1526,-235,spikes
52.38757365,13.94086051,3,blue,5,822,-233,without
52.81714532,13.58108909,3,blue,39,1472,-233,spikes
40.80323442,10.40032067,5,red,21,1210,-231,spikes
47.0483027,13.41574883,15,red,13,1467,-231,without
60.88813141,15.35295301,12,red,15,1380,-229,spikes
50.04158911,12.99154777,5,red,35,1511,-229,spikes
50.57766774,13.65946609,6,green,35,1546,-229,without
56.64083918,15.0230246,11,blue,33,1684,-229,without
64.43933742,16.74883135,8,red,27,1452,-224,without
53.92418299,15.19459147,10,blue,16,1378,-223,without
49.12931179,12.35383593,8,red,29,1498,-223,without
50.62689893,13.5597466,17,red,18,1650,-223,spikes
46.71820244,14.68528546,1,blue,33,1322,-222,without
40.94826634,10.91513407,11,red,23,1488,-219,spikes
53.24930882,15.99849021,13,blue,27,1690,-219,without
42.3091356,11.26872677,16,red,18,1621,-216,spikes
61.30397313,16.68641345,5,red,29,1397,-204,without
45.95939617,12.50512057,14,blue,37,1898,-204,spikes
38.97508376,9.829104756,23,red,5,1613,-201,without
51.72810909,14.1196011,34,red,28,2526,-201,spikes
45.26249889,13.50333732,4,red,30,1330,-200,spikes
51.26692635,13.02826097,16,red,29,1798,-198,spikes
46.51886007,13.0989294,6,green,17,1197,-193,without
41.58254397,11.66445208,5,red,16,1136,-188,spikes
42.47263599,13.33970339,13,blue,21,1540,-186,without
53.6708543,14.88938384,3,red,0,725,-184,without
54.48121626,16.00500855,15,red,16,1546,-184,without
47.71109402,14.37371843,15,green,15,1483,-183,without
59.516132,15.53912847,12,blue,17,1423,-182,spikes
52.85788404,15.20047772,35,red,13,2239,-181,spikes
45.01697197,11.25433431,4,red,35,1426,-178,spikes
54.41092239,14.95393675,4,blue,34,1463,-174,spikes
61.49656577,16.0280087,21,green,2,1476,-172,without
49.81161515,16.02191331,0,blue,14,899,-171,without
59.57348256,16.42962743,7,green,27,1445,-171,without
42.81215082,11.31731829,9,red,34,1630,-171,without
44.07473696,11.71442461,10,green,8,1181,-169,without
65.3976381,16.86263545,21,red,31,2041,-165,spikes
54.20567684,14.2958608,32,red,22,2299,-165,spikes
58.95600691,14.84709125,0,blue,18,937,-162,without
41.74110524,10.45782028,2,green,14,957,-159,without
48.68817177,12.91923146,10,green,20,1386,-157,without
55.061038,15.79497052,2,blue,29,1230,-155,spikes
61.85544907,15.75366099,17,black,39,2081,-153,without
54.11485678,14.52171343,7,red,21,1281,-151,spikes
43.03260686,11.35040162,3,blue,12,990,-147,spikes
47.26163246,12.13793661,3,green,12,1005,-142,without
50.35012621,13.7854643,10,blue,5,1100,-138,spikes
48.23107925,12.84544083,25,red,38,2380,-137,spikes
60.09602157,15.95648617,3,blue,34,1387,-130,spikes
48.35336083,14.36970343,6,red,33,1498,-123,spikes
45.065065,11.88199545,12,red,30,1659,-115,without
48.27699078,12.45903837,12,red,32,1695,-115,spikes
41.70657717,12.19452075,3,red,9,927,-113,without
63.50278477,18.08006156,17,red,24,1743,-113,spikes
56.62285526,14.24136825,1,red,10,846,-112,without
59.05369349,16.67008952,1,red,37,1395,-109,spikes
47.51709853,12.59518012,22,green,22,1884,-107,without
59.57272763,15.41466731,3,red,1,706,-106,spikes
59.72777324,15.28855199,8,green,22,1355,-104,without
44.0321932,13.89745699,7,red,12,1120,-103,spikes
55.13534299,16.68509506,3,green,39,1494,-100,without
57.53348911,15.97430898,9,green,23,1441,-94,without
48.98661152,12.37568152,11,blue,33,1703,-93,without
48.62529235,12.91252925,13,red,31,1784,-92,without
57.0545058,15.7878859,23,red,30,2108,-90,spikes
60.13112707,15.90231751,7,blue,4,953,-88,spikes
47.79149218,12.4383961,4,green,31,1398,-86,without
52.8699276,17.92820246,14,blue,18,1523,-86,spikes
37.96257671,10.53207537,21,blue,2,1471,-84,spikes
62.10654941,17.5541184,45,blue,38,3178,-82,spikes
48.93226805,13.29130766,0,red,38,1353,-79,spikes
55.84335931,14.74189944,19,red,18,1747,-77,spikes
51.58134422,13.00031937,2,blue,19,1102,-73,without
51.52152932,13.19051394,9,red,23,1397,-72,without
52.14772109,13.13529234,2,blue,40,1448,-71,without
53.69620197,17.55139357,6,green,20,1269,-70,without
47.45248576,12.33333499,3,green,32,1343,-68,without
36.85684759,9.489953188,65,blue,22,3658,-68,without
48.02605857,13.0468464,14,black,32,1810,-67,spikes
65.72122349,17.7593324,6,red,2,887,-66,spikes
59.20113457,14.81293054,2,red,34,1346,-66,spikes
40.29413211,10.11576987,14,blue,14,1432,-66,without
65.81615763,16.74622143,22,blue,17,1845,-66,spikes
56.1916454,14.13780688,15,blue,20,1600,-63,spikes
53.7017398,13.68626654,12,red,3,1126,-62,spikes
52.53047817,14.07081371,4,red,36,1486,-61,spikes
