attended,missed,final,homework,freshman,sophomore,termGPA,priorGPA,ACT
27,5,61,100,FALSE,TRUE,2.309999943,2.230000019,22
21,11,59,100,TRUE,FALSE,2.460000038,2.25,26
27,5,56,100,FALSE,TRUE,1.820000052,2.25999999,18
32,0,68,75,TRUE,FALSE,2.549999952,2.460000038,18
12,20,53,37.5,FALSE,TRUE,1.139999986,1.840000033,22
26,6,61,75,FALSE,TRUE,2.5,2.069999933,23
31,1,76,100,FALSE,TRUE,3.130000114,2.670000076,21
32,0,76,100,FALSE,TRUE,3.859999895,3.930000067,24
22,10,61,87.5,FALSE,FALSE,2.730000019,3.519999981,25
28,4,68,100,FALSE,FALSE,2.5,2.50999999,24
25,7,60,62.5,FALSE,TRUE,0.75,2.119999886,20
19,13,59,75,TRUE,FALSE,2.380000114,2.170000076,21
27,5,65,100,TRUE,FALSE,2.670000076,1.75999999,23
29,3,73,100,FALSE,TRUE,3.710000038,3.609999895,26
23,9,64,100,FALSE,TRUE,1.600000024,2.180000067,20
17,15,61,87.5,FALSE,TRUE,2.650000095,2.670000076,28
18,14,55,37.5,FALSE,TRUE,1.139999986,2.109999895,20
16,16,57,37.5,FALSE,TRUE,1.850000024,2.24000001,23
20,12,58,37.5,FALSE,FALSE,1.5,2.289999962,21
24,8,65,75,FALSE,FALSE,2.630000114,3.390000105,24
29,3,73,100,FALSE,TRUE,2.809999943,3.25,22
26,6,64,87.5,TRUE,FALSE,1.700000048,2.119999886,28
32,0,72,100,FALSE,TRUE,3.269999981,2.950000048,22
27,5,69,75,TRUE,FALSE,1.950000048,2.75,24
28,4,69,100,FALSE,TRUE,3.230000019,2.950000048,21
28,4,71,100,FALSE,TRUE,2.589999914,2.789999962,26
29,3,61,87.5,TRUE,FALSE,2.190000057,1.799999952,19
31,1,80,100,FALSE,TRUE,3.75,3.529999971,26
17,15,59,62.5,FALSE,TRUE,2.380000114,2.390000105,22
28,4,69,62.5,FALSE,TRUE,2.75,2.220000029,21
27,5,65,100,FALSE,TRUE,2.210000038,2.390000105,20
24,8,65,87.5,FALSE,TRUE,2.690000057,2.119999886,23
27,5,63,100,FALSE,TRUE,2.710000038,2.150000095,20
15,17,61,100,FALSE,TRUE,2.630000114,2.480000019,27
28,4,68,100,FALSE,TRUE,2.630000114,2.410000086,20
28,4,62,100,FALSE,FALSE,2.809999943,2.349999905,22
27,5,61,62.5,TRUE,FALSE,1.360000014,1.789999962,21
17,15,48,75,FALSE,TRUE,1.679999948,1.980000019,22
32,2,77,100,TRUE,FALSE,2.859999895,2.869999886,22
27,5,66,100,FALSE,FALSE,3,2.829999924,26
26,6,68,100,FALSE,TRUE,3.039999962,2.559999943,27
25,7,65,87.5,FALSE,TRUE,2.5,2.930000067,25
27,5,65,100,TRUE,FALSE,2.230000019,2.130000114,24
24,8,70,100,FALSE,FALSE,3.529999971,2.309999943,32
30,2,75,100,FALSE,TRUE,3.539999962,3.480000019,28
32,0,82,100,FALSE,FALSE,2.769999981,2.529999971,20
24,8,61,100,FALSE,TRUE,2.920000076,3.099999905,22
29,3,61,100,TRUE,FALSE,2.380000114,2,15
23,9,66,100,FALSE,TRUE,3.029999971,3.599999905,29
31,1,70,100,FALSE,TRUE,2.960000038,2.680000067,21
30,2,65,75,TRUE,FALSE,2.390000105,2.5,20
30,2,64,100,FALSE,TRUE,3.150000095,3.49000001,25
31,1,71,100,FALSE,TRUE,3.220000029,3.589999914,27
31,1,65,87.5,FALSE,TRUE,2.609999895,2.730000019,27
29,3,72,100,FALSE,FALSE,2.869999886,2.74000001,17
27,5,67,62.5,FALSE,TRUE,2.329999924,3.069999933,28
25,7,71,75,FALSE,TRUE,3.289999962,2.900000095,25
31,1,80,100,FALSE,TRUE,3.539999962,3.450000048,25
26,6,68,87.5,FALSE,TRUE,3.660000086,2.859999895,27
31,1,67,100,TRUE,FALSE,1.929999948,2.299999952,19
27,5,63,87.5,FALSE,TRUE,2.069999933,2.299999952,21
29,3,73,100,FALSE,FALSE,2.099999905,1.950000048,22
32,0,82,100,FALSE,FALSE,3.5,3.019999981,28
29,3,68,87.5,FALSE,TRUE,2.970000029,3.069999933,27
19,13,64,75,FALSE,FALSE,2.130000114,2.640000105,24
23,9,59,87.5,FALSE,TRUE,2.25,2.24000001,21
31,1,72,100,FALSE,TRUE,3.460000038,2.380000114,23
25,7,68,100,FALSE,TRUE,3.329999924,3.049999952,23
23,9,61,87.5,FALSE,TRUE,3.140000105,3.210000038,22
27,5,68,50,FALSE,FALSE,2.650000095,3.25999999,20
32,0,73,100,FALSE,FALSE,3.099999905,2.940000057,23
12,20,57,37.5,FALSE,FALSE,1.230000019,2.50999999,25
23,9,65,87.5,FALSE,TRUE,3.230000019,3.119999886,28
29,3,69,87.5,TRUE,FALSE,2.819999933,1.960000038,22
28,4,62,100,FALSE,FALSE,2.440000057,2.109999895,24
31,1,59,100,FALSE,TRUE,2.049999952,2.5,15
20,12,63,87.5,FALSE,TRUE,2.880000114,1.950000048,25
32,0,80,100,FALSE,FALSE,3.650000095,3.49000001,23
26,6,69,75,TRUE,FALSE,1.649999976,2.25999999,17
31,1,67,100,FALSE,TRUE,2.25,2.660000086,18
27,5,64,100,FALSE,FALSE,2.559999943,2.779999971,21
27,5,61,87.5,TRUE,FALSE,2.180000067,2.440000057,22
27,5,58,100,TRUE,FALSE,2.640000105,2.269999981,22
30,2,61,100,FALSE,FALSE,3.049999952,2.829999924,21
16,16,59,12.5,FALSE,TRUE,1.230000019,2.950000048,27
32,2,61,50,TRUE,FALSE,3.099999905,2.349999905,21
23,9,68,87.5,FALSE,TRUE,1.929999948,2.450000048,20
9,23,62,37.5,TRUE,FALSE,2,1.950000048,20
32,0,71,100,FALSE,TRUE,3.380000114,3.289999962,23
27,5,56,100,FALSE,TRUE,2.130000114,2.579999924,21
29,3,71,100,FALSE,FALSE,2.849999905,2.75,20
26,6,60,75,TRUE,FALSE,2.619999886,2.980000019,31
32,0,72,100,FALSE,FALSE,3.880000114,3.230000019,22
31,1,71,100,FALSE,TRUE,2.5,2.420000076,18
24,8,62,75,TRUE,FALSE,2.539999962,1.879999995,23
13,19,61,37.5,FALSE,FALSE,1.960000038,2.059999943,22
25,7,58,87.5,FALSE,TRUE,2,2.269999981,17
25,7,69,87.5,FALSE,TRUE,2.369999886,2.460000038,23
30,2,81,100,FALSE,TRUE,3.470000029,2.970000029,30
28,4,73,25,FALSE,FALSE,3.299999952,3.539999962,26
20,12,58,75,FALSE,FALSE,1.360000014,1.909999967,22
24,8,67,87.5,TRUE,FALSE,2.319999933,2.099999905,25
29,3,69,100,FALSE,TRUE,3.410000086,3.480000019,27
28,4,65,100,FALSE,TRUE,3.210000038,2.799999952,22
23,9,62,100,FALSE,FALSE,3.400000095,2.349999905,21
31,1,58,100,FALSE,TRUE,2.900000095,2.299999952,21
30,2,71,87.5,FALSE,TRUE,3.130000114,2.910000086,26
32,0,67,100,TRUE,FALSE,2.680000067,1.659999967,19
30,2,67,100,FALSE,TRUE,3.099999905,2.630000114,22
26,6,57,100,FALSE,FALSE,2,2.769999981,22
27,5,70,87.5,FALSE,FALSE,2.109999895,2.160000086,25
28,4,69,100,FALSE,TRUE,3.230000019,3.279999971,26
25,7,57,50,FALSE,FALSE,1.600000024,2.49000001,21
28,4,76,100,FALSE,FALSE,3.75,3.059999943,30
29,3,70,100,FALSE,TRUE,2.970000029,2.819999933,25
21,11,60,37.5,TRUE,FALSE,0.545000017,1.980000019,18
22,10,68,100,FALSE,TRUE,2.539999962,2.839999914,22
29,3,75,87.5,FALSE,TRUE,3.190000057,3.5,25
32,0,66,100,FALSE,TRUE,2.900000095,2.190000057,18
30,2,67,100,FALSE,TRUE,2.809999943,2.549999952,22
26,6,63,100,FALSE,TRUE,2.619999886,3.109999895,27
31,1,71,100,FALSE,TRUE,3.339999914,3.210000038,21
12,20,60,75,FALSE,FALSE,2,1.429999948,25
29,3,78,75,FALSE,TRUE,2.75,2.980000019,31
17,15,64,100,FALSE,TRUE,2.099999905,2.319999933,23
20,12,58,62.5,FALSE,TRUE,1.299999952,1.580000043,18
14,18,58,62.5,FALSE,TRUE,0.866999984,1.629999995,25
29,3,69,100,TRUE,FALSE,3.299999952,2.390000105,16
31,1,73,100,TRUE,FALSE,3.210000038,3.200000048,27
29,3,58,100,TRUE,FALSE,1.379999995,1.919999957,16
17,15,59,62.5,TRUE,FALSE,2.069999933,2.049999952,23
18,14,58,62.5,FALSE,TRUE,1.75,2.190000057,22
28,4,70,62.5,TRUE,FALSE,2.680000067,2.480000019,28
27,5,66,87.5,TRUE,FALSE,1.879999995,1.74000001,15
28,4,62,100,FALSE,TRUE,2.289999962,2.460000038,19
29,3,79,87.5,FALSE,TRUE,4,3.839999914,28
29,3,59,87.5,TRUE,FALSE,1.070000052,1.320000052,21
31,1,79,100,FALSE,TRUE,3.589999914,3.25,25
30,2,79,100,FALSE,TRUE,3.619999886,3.799999952,27
32,0,76,100,FALSE,TRUE,3.859999895,3.869999886,31
20,12,59,87.5,TRUE,FALSE,1.75,1.980000019,17
21,11,59,100,FALSE,FALSE,2.700000048,2.799999952,26
32,0,79,100,FALSE,TRUE,3.039999962,3,21
23,9,64,87.5,FALSE,TRUE,2.670000076,2.309999943,22
32,0,81,100,FALSE,TRUE,3.25,3.279999971,21
25,7,63,75,TRUE,FALSE,1.960000038,2,22
32,0,71,100,FALSE,TRUE,2.690000057,2.380000114,19
31,1,77,100,FALSE,TRUE,3.5,3.230000019,24
30,2,73,100,TRUE,FALSE,3.25,3,21
28,4,77,100,TRUE,FALSE,3.710000038,2,26
26,6,62,100,TRUE,FALSE,2.680000067,2.460000038,22
28,4,67,100,FALSE,TRUE,2.650000095,2.769999981,23
32,2,71,87.5,FALSE,TRUE,3,2.859999895,24
31,1,66,87.5,FALSE,FALSE,2.130000114,2.299999952,17
29,3,72,100,FALSE,FALSE,2.900000095,2.660000086,22
26,6,59,100,TRUE,FALSE,1.769999981,1.379999995,21
23,9,54,100,FALSE,TRUE,1.789999962,1.679999948,21
27,5,69,75,TRUE,FALSE,2.390000105,2.289999962,17
30,2,75,100,FALSE,TRUE,3.640000105,2.5,20
21,11,67,62.5,TRUE,FALSE,2.539999962,1.879999995,22
24,8,68,87.5,FALSE,TRUE,2.880000114,3.049999952,20
16,16,57,50,TRUE,FALSE,1.649999976,2.230000019,20
32,0,74,87.5,FALSE,TRUE,3.5,3.569999933,21
32,0,87,100,FALSE,TRUE,2.710000038,2.279999971,22
29,3,65,87.5,FALSE,TRUE,2.619999886,2.660000086,26
22,10,53,87.5,FALSE,TRUE,1.539999962,1.899999976,25
28,4,66,100,FALSE,TRUE,3.170000076,3.019999981,24
17,15,59,87.5,FALSE,TRUE,1.679999948,2.150000095,20
28,4,69,100,FALSE,TRUE,3.400000095,3.660000086,29
29,3,72,100,FALSE,TRUE,2.849999905,2.390000105,24
25,7,61,100,FALSE,TRUE,2.5,2.630000114,25
25,7,65,100,FALSE,TRUE,3.269999981,2.930000067,22
27,5,61,100,FALSE,FALSE,2.380000114,2.220000029,20
29,3,68,87.5,FALSE,TRUE,3.160000086,2.839999914,20
32,0,77,75,FALSE,TRUE,3.220000029,3.170000076,25
28,4,69,75,TRUE,FALSE,2.430000067,3.210000038,23
23,9,63,75,FALSE,TRUE,2.5,2.359999895,20
27,5,72,87.5,FALSE,FALSE,3.289999962,2.579999924,26
26,6,62,100,FALSE,FALSE,3,2.920000076,19
32,0,71,100,FALSE,TRUE,2.819999933,2.710000038,18
28,4,68,100,FALSE,TRUE,1.179999948,2.160000086,22
32,0,70,87.5,FALSE,TRUE,2.430000067,2.589999914,16
29,3,71,100,FALSE,TRUE,3.890000105,3.660000086,27
28,4,62,87.5,FALSE,TRUE,2.109999895,2.690000057,19
17,15,59,12.5,TRUE,FALSE,0.82099998,1.75,17
27,5,64,87.5,TRUE,FALSE,2.730000019,1.850000024,23
24,8,57,100,FALSE,TRUE,2.640000105,2.089999914,19
15,17,54,12.5,TRUE,FALSE,0.922999978,1.480000019,22
30,2,66,87.5,FALSE,TRUE,1.879999995,2.109999895,22
25,7,61,62.5,FALSE,FALSE,2.859999895,2.609999895,25
27,5,62,100,FALSE,TRUE,2.109999895,2.140000105,20
29,3,78,100,FALSE,FALSE,3.5,3.589999914,28
26,6,62,100,TRUE,FALSE,2.900000095,2.599999905,19
24,8,58,100,FALSE,TRUE,3,3.190000057,28
25,7,61,100,TRUE,FALSE,2.680000067,2.380000114,21
26,6,58,87.5,FALSE,TRUE,1.899999976,2.49000001,24
31,1,71,100,TRUE,FALSE,2.849999905,2.380000114,20
31,1,74,100,TRUE,FALSE,2.910000086,2.670000076,23
28,4,69,87.5,TRUE,FALSE,3.150000095,2.910000086,23
24,8,68,87.5,FALSE,FALSE,2.349999905,2.539999962,24
30,2,69,100,FALSE,FALSE,3.769999981,3.529999971,25
11,21,58,75,TRUE,FALSE,2.049999952,2.269999981,20
19,13,52,50,TRUE,FALSE,2.049999952,2.289999962,24
29,3,62,100,FALSE,TRUE,2.650000095,2.640000105,23
29,3,68,100,FALSE,FALSE,2.380000114,2.74000001,19
28,4,72,75,FALSE,FALSE,1.460000038,2.319999933,25
29,3,68,100,FALSE,TRUE,2.690000057,2.859999895,27
27,5,69,87.5,FALSE,TRUE,3,2.299999952,21
32,2,66,100,FALSE,TRUE,3.140000105,3.609999895,26
29,3,66,75,FALSE,TRUE,2.450000048,2.440000057,18
24,8,69,75,FALSE,TRUE,2.849999905,2.5,25
31,1,84,100,FALSE,TRUE,2.039999962,2.609999895,20
27,5,60,100,TRUE,FALSE,1.889999986,1.970000029,21
32,0,76,100,FALSE,TRUE,3.049999952,2.839999914,15
31,1,68,100,FALSE,TRUE,2.109999895,2.75999999,24
31,1,66,100,FALSE,TRUE,2.670000076,2.569999933,20
22,10,64,100,FALSE,TRUE,2.680000067,1.74000001,21
26,6,61,87.5,FALSE,TRUE,3,2.599999905,23
19,13,61,100,FALSE,TRUE,1.629999995,2.460000038,23
9,23,62,62.5,FALSE,FALSE,0.32100001,1.789999962,21
18,14,62,75,FALSE,TRUE,2.799999952,2.859999895,26
17,15,59,62.5,FALSE,FALSE,2.180000067,2.49000001,30
28,4,63,87.5,TRUE,FALSE,2.309999943,1.879999995,20
28,4,64,100,TRUE,FALSE,3.319999933,2.799999952,21
25,7,63,87.5,FALSE,TRUE,3.380000114,3.390000105,23
27,5,70,62.5,FALSE,TRUE,2.25,2.599999905,26
28,4,60,100,FALSE,TRUE,1.879999995,2.539999962,17
31,1,79,100,FALSE,TRUE,2.329999924,2.430000067,21
26,6,67,100,FALSE,FALSE,3.200000048,2.970000029,22
28,4,66,87.5,TRUE,FALSE,2.130000114,2.630000114,20
26,6,60,100,FALSE,TRUE,2.730000019,3.089999914,25
29,3,70,100,FALSE,TRUE,2.380000114,2.329999924,22
27,5,69,100,TRUE,FALSE,3,2.809999943,21
27,5,62,62.5,TRUE,FALSE,1.5,1.980000019,16
29,3,67,100,FALSE,TRUE,2.390000105,2.450000048,20
32,0,71,100,FALSE,TRUE,2,2.450000048,17
28,4,65,87.5,FALSE,FALSE,2.74000001,2.950000048,22
